Jan-49, Canada, Alcoholic beverages, 2.257
Apr-16, British Columbia, Education and reading, 26.247
Apr-16, British Columbia, Alcoholic beverages, 26.257
Apr-16, Whitehorse Yukon, Education and reading, 29.247
Apr-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-16, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-16, Canada, Education and reading, 2.247
May-16, Canada, Alcoholic beverages, 2.257
May-16, Newfoundland and Labrador, Education and reading, 3.247
May-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-16, Prince Edward Island, Education and reading, 5.247
May-16, Prince Edward Island, Alcoholic beverages, 5.257
May-16, Nova Scotia, Education and reading, 7.247
May-16, Nova Scotia, Alcoholic beverages, 7.257
May-16, New Brunswick, Education and reading, 9.247
May-16, New Brunswick, Alcoholic beverages, 9.257
May-16, Quebec, Education and reading, 11.247
May-16, Quebec, Alcoholic beverages, 11.257
May-16, Ontario, Education and reading, 14.247
May-16, Ontario, Alcoholic beverages, 14.257
May-16, Manitoba, Education and reading, 18.247
May-16, Manitoba, Alcoholic beverages, 18.257
May-16, Saskatchewan, Education and reading, 20.247
May-16, Saskatchewan, Alcoholic beverages, 20.257
May-16, Alberta, Education and reading, 23.247
May-16, Alberta, Alcoholic beverages, 23.257
May-16, British Columbia, Education and reading, 26.247
May-16, British Columbia, Alcoholic beverages, 26.257
May-16, Whitehorse Yukon, Education and reading, 29.247
May-16, Whitehorse Yukon, Alcoholic beverages, 29.257
May-16, Yellowknife Northwest Territories, Education and reading, 30.247
May-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jun-16, Canada, Education and reading, 2.247
Jun-16, Canada, Alcoholic beverages, 2.257
Jun-16, Newfoundland and Labrador, Education and reading, 3.247
Jun-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jun-16, Prince Edward Island, Education and reading, 5.247
Jun-16, Prince Edward Island, Alcoholic beverages, 5.257
Jun-16, Nova Scotia, Education and reading, 7.247
Jun-16, Nova Scotia, Alcoholic beverages, 7.257
Jun-16, New Brunswick, Education and reading, 9.247
Jun-16, New Brunswick, Alcoholic beverages, 9.257
Jun-16, Quebec, Education and reading, 11.247
Jun-16, Quebec, Alcoholic beverages, 11.257
Jun-16, Ontario, Education and reading, 14.247
Jun-16, Ontario, Alcoholic beverages, 14.257
Jun-16, Manitoba, Education and reading, 18.247
Jun-16, Manitoba, Alcoholic beverages, 18.257
Jun-16, Saskatchewan, Education and reading, 20.247
Jun-16, Saskatchewan, Alcoholic beverages, 20.257
Jun-16, Alberta, Education and reading, 23.247
Jun-16, Alberta, Alcoholic beverages, 23.257
Jun-16, British Columbia, Education and reading, 26.247
Jun-16, British Columbia, Alcoholic beverages, 26.257
Jun-16, Whitehorse Yukon, Education and reading, 29.247
Jun-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Jun-16, Yellowknife Northwest Territories, Education and reading, 30.247
Jun-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jul-16, Canada, Education and reading, 2.247
Jul-16, Canada, Alcoholic beverages, 2.257
Jul-16, Newfoundland and Labrador, Education and reading, 3.247
Jul-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jul-16, Prince Edward Island, Education and reading, 5.247
Jul-16, Prince Edward Island, Alcoholic beverages, 5.257
Jul-16, Nova Scotia, Education and reading, 7.247
Jul-16, Nova Scotia, Alcoholic beverages, 7.257
Jul-16, New Brunswick, Education and reading, 9.247
Jul-16, New Brunswick, Alcoholic beverages, 9.257
Jul-16, Quebec, Education and reading, 11.247
Jul-16, Quebec, Alcoholic beverages, 11.257
Jul-16, Ontario, Education and reading, 14.247
Jul-16, Ontario, Alcoholic beverages, 14.257
Jul-16, Manitoba, Education and reading, 18.247
Jul-16, Manitoba, Alcoholic beverages, 18.257
Jul-16, Saskatchewan, Education and reading, 20.247
Jul-16, Saskatchewan, Alcoholic beverages, 20.257
Jul-16, Alberta, Education and reading, 23.247
Jul-16, Alberta, Alcoholic beverages, 23.257
Jul-16, British Columbia, Education and reading, 26.247
Jul-16, British Columbia, Alcoholic beverages, 26.257
Jul-16, Whitehorse Yukon, Education and reading, 29.247
Jul-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Jul-16, Yellowknife Northwest Territories, Education and reading, 30.247
Jul-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Aug-16, Canada, Education and reading, 2.247
Aug-16, Canada, Alcoholic beverages, 2.257
Aug-16, Newfoundland and Labrador, Education and reading, 3.247
Aug-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Aug-16, Prince Edward Island, Education and reading, 5.247
Aug-16, Prince Edward Island, Alcoholic beverages, 5.257
Aug-16, Nova Scotia, Education and reading, 7.247
Aug-16, Nova Scotia, Alcoholic beverages, 7.257
Aug-16, New Brunswick, Education and reading, 9.247
Aug-16, New Brunswick, Alcoholic beverages, 9.257
Aug-16, Quebec, Education and reading, 11.247
Aug-16, Quebec, Alcoholic beverages, 11.257
Aug-16, Ontario, Education and reading, 14.247
Aug-16, Ontario, Alcoholic beverages, 14.257
Aug-16, Manitoba, Education and reading, 18.247
Aug-16, Manitoba, Alcoholic beverages, 18.257
Aug-16, Saskatchewan, Education and reading, 20.247
Aug-16, Saskatchewan, Alcoholic beverages, 20.257
Aug-16, Alberta, Education and reading, 23.247
Aug-16, Alberta, Alcoholic beverages, 23.257
Aug-16, British Columbia, Education and reading, 26.247
Aug-16, British Columbia, Alcoholic beverages, 26.257
Aug-16, Whitehorse Yukon, Education and reading, 29.247
Aug-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Aug-16, Yellowknife Northwest Territories, Education and reading, 30.247
Aug-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Sep-16, Canada, Education and reading, 2.247
Sep-16, Canada, Alcoholic beverages, 2.257
Sep-16, Newfoundland and Labrador, Education and reading, 3.247
Sep-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Sep-16, Prince Edward Island, Education and reading, 5.247
Sep-16, Prince Edward Island, Alcoholic beverages, 5.257
Sep-16, Nova Scotia, Education and reading, 7.247
Sep-16, Nova Scotia, Alcoholic beverages, 7.257
Sep-16, New Brunswick, Education and reading, 9.247
Sep-16, New Brunswick, Alcoholic beverages, 9.257
Sep-16, Quebec, Education and reading, 11.247
Sep-16, Quebec, Alcoholic beverages, 11.257
Sep-16, Ontario, Education and reading, 14.247
Sep-16, Ontario, Alcoholic beverages, 14.257
Sep-16, Manitoba, Education and reading, 18.247
Sep-16, Manitoba, Alcoholic beverages, 18.257
Sep-16, Saskatchewan, Education and reading, 20.247
Sep-16, Saskatchewan, Alcoholic beverages, 20.257
Sep-16, Alberta, Education and reading, 23.247
Sep-16, Alberta, Alcoholic beverages, 23.257
Sep-16, British Columbia, Education and reading, 26.247
Sep-16, British Columbia, Alcoholic beverages, 26.257
Sep-16, Whitehorse Yukon, Education and reading, 29.247
Sep-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Sep-16, Yellowknife Northwest Territories, Education and reading, 30.247
Sep-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Oct-16, Canada, Education and reading, 2.247
Oct-16, Canada, Alcoholic beverages, 2.257
Oct-16, Newfoundland and Labrador, Education and reading, 3.247
Oct-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Oct-16, Prince Edward Island, Education and reading, 5.247
Oct-16, Prince Edward Island, Alcoholic beverages, 5.257
Oct-16, Nova Scotia, Education and reading, 7.247
Oct-16, Nova Scotia, Alcoholic beverages, 7.257
Oct-16, New Brunswick, Education and reading, 9.247
Oct-16, New Brunswick, Alcoholic beverages, 9.257
Oct-16, Quebec, Education and reading, 11.247
Oct-16, Quebec, Alcoholic beverages, 11.257
Oct-16, Ontario, Education and reading, 14.247
Oct-16, Ontario, Alcoholic beverages, 14.257
Oct-16, Manitoba, Education and reading, 18.247
Oct-16, Manitoba, Alcoholic beverages, 18.257
Oct-16, Saskatchewan, Education and reading, 20.247
Oct-16, Saskatchewan, Alcoholic beverages, 20.257
Oct-16, Alberta, Education and reading, 23.247
Oct-16, Alberta, Alcoholic beverages, 23.257
Oct-16, British Columbia, Education and reading, 26.247
Oct-16, British Columbia, Alcoholic beverages, 26.257
Oct-16, Whitehorse Yukon, Education and reading, 29.247
Oct-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Oct-16, Yellowknife Northwest Territories, Education and reading, 30.247
Oct-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Nov-16, Canada, Education and reading, 2.247
Nov-16, Canada, Alcoholic beverages, 2.257
Nov-16, Newfoundland and Labrador, Education and reading, 3.247
Nov-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Nov-16, Prince Edward Island, Education and reading, 5.247
Nov-16, Prince Edward Island, Alcoholic beverages, 5.257
Nov-16, Nova Scotia, Education and reading, 7.247
Nov-16, Nova Scotia, Alcoholic beverages, 7.257
Nov-16, New Brunswick, Education and reading, 9.247
Nov-16, New Brunswick, Alcoholic beverages, 9.257
Nov-16, Quebec, Education and reading, 11.247
Nov-16, Quebec, Alcoholic beverages, 11.257
Nov-16, Ontario, Education and reading, 14.247
Nov-16, Ontario, Alcoholic beverages, 14.257
Nov-16, Manitoba, Education and reading, 18.247
Nov-16, Manitoba, Alcoholic beverages, 18.257
Nov-16, Saskatchewan, Education and reading, 20.247
Nov-16, Saskatchewan, Alcoholic beverages, 20.257
Nov-16, Alberta, Education and reading, 23.247
Nov-16, Alberta, Alcoholic beverages, 23.257
Nov-16, British Columbia, Education and reading, 26.247
Nov-16, British Columbia, Alcoholic beverages, 26.257
Nov-16, Whitehorse Yukon, Education and reading, 29.247
Nov-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Nov-16, Yellowknife Northwest Territories, Education and reading, 30.247
Nov-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Dec-16, Canada, Education and reading, 2.247
Dec-16, Canada, Alcoholic beverages, 2.257
Dec-16, Newfoundland and Labrador, Education and reading, 3.247
Dec-16, Newfoundland and Labrador, Alcoholic beverages, 3.257
Dec-16, Prince Edward Island, Education and reading, 5.247
Dec-16, Prince Edward Island, Alcoholic beverages, 5.257
Dec-16, Nova Scotia, Education and reading, 7.247
Dec-16, Nova Scotia, Alcoholic beverages, 7.257
Dec-16, New Brunswick, Education and reading, 9.247
Dec-16, New Brunswick, Alcoholic beverages, 9.257
Dec-16, Quebec, Education and reading, 11.247
Dec-16, Quebec, Alcoholic beverages, 11.257
Dec-16, Ontario, Education and reading, 14.247
Dec-16, Ontario, Alcoholic beverages, 14.257
Dec-16, Manitoba, Education and reading, 18.247
Dec-16, Manitoba, Alcoholic beverages, 18.257
Dec-16, Saskatchewan, Education and reading, 20.247
Dec-16, Saskatchewan, Alcoholic beverages, 20.257
Dec-16, Alberta, Education and reading, 23.247
Dec-16, Alberta, Alcoholic beverages, 23.257
Dec-16, British Columbia, Education and reading, 26.247
Dec-16, British Columbia, Alcoholic beverages, 26.257
Dec-16, Whitehorse Yukon, Education and reading, 29.247
Dec-16, Whitehorse Yukon, Alcoholic beverages, 29.257
Dec-16, Yellowknife Northwest Territories, Education and reading, 30.247
Dec-16, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Jan-17, Canada, Education and reading, 2.247
Jan-17, Canada, Alcoholic beverages, 2.257
Jan-17, Newfoundland and Labrador, Education and reading, 3.247
Jan-17, Newfoundland and Labrador, Alcoholic beverages, 3.257
Jan-17, Prince Edward Island, Education and reading, 5.247
Jan-17, Prince Edward Island, Alcoholic beverages, 5.257
Jan-17, Nova Scotia, Education and reading, 7.247
Jan-17, Nova Scotia, Alcoholic beverages, 7.257
Jan-17, New Brunswick, Education and reading, 9.247
Jan-17, New Brunswick, Alcoholic beverages, 9.257
Jan-17, Quebec, Education and reading, 11.247
Jan-17, Quebec, Alcoholic beverages, 11.257
Jan-17, Ontario, Education and reading, 14.247
Jan-17, Ontario, Alcoholic beverages, 14.257
Jan-17, Manitoba, Education and reading, 18.247
Jan-17, Manitoba, Alcoholic beverages, 18.257
Jan-17, Saskatchewan, Education and reading, 20.247
Jan-17, Saskatchewan, Alcoholic beverages, 20.257
Jan-17, Alberta, Education and reading, 23.247
Jan-17, Alberta, Alcoholic beverages, 23.257
Jan-17, British Columbia, Education and reading, 26.247
Jan-17, British Columbia, Alcoholic beverages, 26.257
Jan-17, Whitehorse Yukon, Education and reading, 29.247
Jan-17, Whitehorse Yukon, Alcoholic beverages, 29.257
Jan-17, Yellowknife Northwest Territories, Education and reading, 30.247
Jan-17, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Feb-17, Canada, Education and reading, 2.247
Feb-17, Canada, Alcoholic beverages, 2.257
Feb-17, Newfoundland and Labrador, Education and reading, 3.247
Feb-17, Newfoundland and Labrador, Alcoholic beverages, 3.257
Feb-17, Prince Edward Island, Education and reading, 5.247
Feb-17, Prince Edward Island, Alcoholic beverages, 5.257
Feb-17, Nova Scotia, Education and reading, 7.247
Feb-17, Nova Scotia, Alcoholic beverages, 7.257
Feb-17, New Brunswick, Education and reading, 9.247
Feb-17, New Brunswick, Alcoholic beverages, 9.257
Feb-17, Quebec, Education and reading, 11.247
Feb-17, Quebec, Alcoholic beverages, 11.257
Feb-17, Ontario, Education and reading, 14.247
Feb-17, Ontario, Alcoholic beverages, 14.257
Feb-17, Manitoba, Education and reading, 18.247
Feb-17, Manitoba, Alcoholic beverages, 18.257
Feb-17, Saskatchewan, Education and reading, 20.247
Feb-17, Saskatchewan, Alcoholic beverages, 20.257
Feb-17, Alberta, Education and reading, 23.247
Feb-17, Alberta, Alcoholic beverages, 23.257
Feb-17, British Columbia, Education and reading, 26.247
Feb-17, British Columbia, Alcoholic beverages, 26.257
Feb-17, Whitehorse Yukon, Education and reading, 29.247
Feb-17, Whitehorse Yukon, Alcoholic beverages, 29.257
Feb-17, Yellowknife Northwest Territories, Education and reading, 30.247
Feb-17, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Mar-17, Canada, Education and reading, 2.247
Mar-17, Canada, Alcoholic beverages, 2.257
Mar-17, Newfoundland and Labrador, Education and reading, 3.247
Mar-17, Newfoundland and Labrador, Alcoholic beverages, 3.257
Mar-17, Prince Edward Island, Education and reading, 5.247
Mar-17, Prince Edward Island, Alcoholic beverages, 5.257
Mar-17, Nova Scotia, Education and reading, 7.247
Mar-17, Nova Scotia, Alcoholic beverages, 7.257
Mar-17, New Brunswick, Education and reading, 9.247
Mar-17, New Brunswick, Alcoholic beverages, 9.257
Mar-17, Quebec, Education and reading, 11.247
Mar-17, Quebec, Alcoholic beverages, 11.257
Mar-17, Ontario, Education and reading, 14.247
Mar-17, Ontario, Alcoholic beverages, 14.257
Mar-17, Manitoba, Education and reading, 18.247
Mar-17, Manitoba, Alcoholic beverages, 18.257
Mar-17, Saskatchewan, Education and reading, 20.247
Mar-17, Saskatchewan, Alcoholic beverages, 20.257
Mar-17, Alberta, Education and reading, 23.247
Mar-17, Alberta, Alcoholic beverages, 23.257
Mar-17, British Columbia, Education and reading, 26.247
Mar-17, British Columbia, Alcoholic beverages, 26.257
Mar-17, Whitehorse Yukon, Education and reading, 29.247
Mar-17, Whitehorse Yukon, Alcoholic beverages, 29.257
Mar-17, Yellowknife Northwest Territories, Education and reading, 30.247
Mar-17, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
Apr-17, Canada, Education and reading, 2.247
Apr-17, Canada, Alcoholic beverages, 2.257
Apr-17, Newfoundland and Labrador, Education and reading, 3.247
Apr-17, Newfoundland and Labrador, Alcoholic beverages, 3.257
Apr-17, Prince Edward Island, Education and reading, 5.247
Apr-17, Prince Edward Island, Alcoholic beverages, 5.257
Apr-17, Nova Scotia, Education and reading, 7.247
Apr-17, Nova Scotia, Alcoholic beverages, 7.257
Apr-17, New Brunswick, Education and reading, 9.247
Apr-17, New Brunswick, Alcoholic beverages, 9.257
Apr-17, Quebec, Education and reading, 11.247
Apr-17, Quebec, Alcoholic beverages, 11.257
Apr-17, Ontario, Education and reading, 14.247
Apr-17, Ontario, Alcoholic beverages, 14.257
Apr-17, Manitoba, Education and reading, 18.247
Apr-17, Manitoba, Alcoholic beverages, 18.257
Apr-17, Saskatchewan, Education and reading, 20.247
Apr-17, Saskatchewan, Alcoholic beverages, 20.257
Apr-17, Alberta, Education and reading, 23.247
Apr-17, Alberta, Alcoholic beverages, 23.257
Apr-17, British Columbia, Education and reading, 26.247
Apr-17, British Columbia, Alcoholic beverages, 26.257
Apr-17, Whitehorse Yukon, Education and reading, 29.247
Apr-17, Whitehorse Yukon, Alcoholic beverages, 29.257
Apr-17, Yellowknife Northwest Territories, Education and reading, 30.247
Apr-17, Yellowknife Northwest Territories, Alcoholic beverages, 30.257
May-17, Canada, Education and reading, 2.247
May-17, Canada, Alcoholic beverages, 2.257
May-17, Newfoundland and Labrador, Education and reading, 3.247
May-17, Newfoundland and Labrador, Alcoholic beverages, 3.257
May-17, Prince Edward Island, Education and reading, 5.247
May-17, Prince Edward Island, Alcoholic beverages, 5.257
May-17, Nova Scotia, Education and reading, 7.247
May-17, Nova Scotia, Alcoholic beverages, 7.257
May-17, New Brunswick, Education and reading, 9.247
May-17, New Brunswick, Alcoholic beverages, 9.257
May-17, Quebec, Education and reading, 11.247
May-17, Quebec, Alcoholic beverages, 11.257
May-17, Ontario, Education and reading, 14.247
May-17, Ontario, Alcoholic beverages, 14.257
May-17, Manitoba, Education and reading, 18.247
