Jan-49, Canada, Rented accommodation,2.8
Jun-07, Ontario, Owned accommodation,14.84
Jun-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jun-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jun-07, Toronto Ontario, Rented accommodation,16.8
Jun-07, Toronto Ontario, Owned accommodation,16.84
Jun-07, Thunder Bay Ontario, Rented accommodation,17.8
Jun-07, Thunder Bay Ontario, Owned accommodation,17.84
Jun-07, Manitoba, Rented accommodation,18.8
Jun-07, Manitoba, Owned accommodation,18.84
Jun-07, Winnipeg Manitoba, Rented accommodation,19.8
Jun-07, Winnipeg Manitoba, Owned accommodation,19.84
Jun-07, Saskatchewan, Rented accommodation,20.8
Jun-07, Saskatchewan, Owned accommodation,20.84
Jun-07, Regina Saskatchewan, Rented accommodation,21.8
Jun-07, Regina Saskatchewan, Owned accommodation,21.84
Jun-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Jun-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Jun-07, Alberta, Rented accommodation,23.8
Jun-07, Alberta, Owned accommodation,23.84
Jun-07, Edmonton Alberta, Rented accommodation,24.8
Jun-07, Edmonton Alberta, Owned accommodation,24.84
Jun-07, Calgary Alberta, Rented accommodation,25.8
Jun-07, Calgary Alberta, Owned accommodation,25.84
Jun-07, British Columbia, Rented accommodation,26.8
Jun-07, British Columbia, Owned accommodation,26.84
Jun-07, Vancouver British Columbia, Rented accommodation,27.8
Jun-07, Vancouver British Columbia, Owned accommodation,27.84
Jun-07, Victoria British Columbia, Rented accommodation,28.8
Jun-07, Victoria British Columbia, Owned accommodation,28.84
Jul-07, Canada, Rented accommodation,2.8
Jul-07, Canada, Owned accommodation,2.84
Jul-07, Newfoundland and Labrador, Rented accommodation,3.8
Jul-07, Newfoundland and Labrador, Owned accommodation,3.84
Jul-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Jul-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Jul-07, Prince Edward Island, Rented accommodation,5.8
Jul-07, Prince Edward Island, Owned accommodation,5.84
Jul-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Jul-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Jul-07, Nova Scotia, Rented accommodation,7.8
Jul-07, Nova Scotia, Owned accommodation,7.84
Jul-07, Halifax Nova Scotia, Rented accommodation,8.8
Jul-07, Halifax Nova Scotia, Owned accommodation,8.84
Jul-07, New Brunswick, Rented accommodation,9.8
Jul-07, New Brunswick, Owned accommodation,9.84
Jul-07, Saint John New Brunswick, Rented accommodation,10.8
Jul-07, Saint John New Brunswick, Owned accommodation,10.84
Jul-07, Quebec, Rented accommodation,11.8
Jul-07, Quebec, Owned accommodation,11.84
Jul-07, Québec Quebec, Rented accommodation,12.8
Jul-07, Québec Quebec, Owned accommodation,12.84
Jul-07, Montréal Quebec, Rented accommodation,13.8
Jul-07, Montréal Quebec, Owned accommodation,13.84
Jul-07, Ontario, Rented accommodation,14.8
Jul-07, Ontario, Owned accommodation,14.84
Jul-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Jul-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Jul-07, Toronto Ontario, Rented accommodation,16.8
Jul-07, Toronto Ontario, Owned accommodation,16.84
Jul-07, Thunder Bay Ontario, Rented accommodation,17.8
Jul-07, Thunder Bay Ontario, Owned accommodation,17.84
Jul-07, Manitoba, Rented accommodation,18.8
Jul-07, Manitoba, Owned accommodation,18.84
Jul-07, Winnipeg Manitoba, Rented accommodation,19.8
Jul-07, Winnipeg Manitoba, Owned accommodation,19.84
Jul-07, Saskatchewan, Rented accommodation,20.8
Jul-07, Saskatchewan, Owned accommodation,20.84
Jul-07, Regina Saskatchewan, Rented accommodation,21.8
Jul-07, Regina Saskatchewan, Owned accommodation,21.84
Jul-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Jul-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Jul-07, Alberta, Rented accommodation,23.8
Jul-07, Alberta, Owned accommodation,23.84
Jul-07, Edmonton Alberta, Rented accommodation,24.8
Jul-07, Edmonton Alberta, Owned accommodation,24.84
Jul-07, Calgary Alberta, Rented accommodation,25.8
Jul-07, Calgary Alberta, Owned accommodation,25.84
Jul-07, British Columbia, Rented accommodation,26.8
Jul-07, British Columbia, Owned accommodation,26.84
Jul-07, Vancouver British Columbia, Rented accommodation,27.8
Jul-07, Vancouver British Columbia, Owned accommodation,27.84
Jul-07, Victoria British Columbia, Rented accommodation,28.8
Jul-07, Victoria British Columbia, Owned accommodation,28.84
Aug-07, Canada, Rented accommodation,2.8
Aug-07, Canada, Owned accommodation,2.84
Aug-07, Newfoundland and Labrador, Rented accommodation,3.8
Aug-07, Newfoundland and Labrador, Owned accommodation,3.84
Aug-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Aug-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Aug-07, Prince Edward Island, Rented accommodation,5.8
Aug-07, Prince Edward Island, Owned accommodation,5.84
Aug-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Aug-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Aug-07, Nova Scotia, Rented accommodation,7.8
Aug-07, Nova Scotia, Owned accommodation,7.84
Aug-07, Halifax Nova Scotia, Rented accommodation,8.8
Aug-07, Halifax Nova Scotia, Owned accommodation,8.84
Aug-07, New Brunswick, Rented accommodation,9.8
Aug-07, New Brunswick, Owned accommodation,9.84
Aug-07, Saint John New Brunswick, Rented accommodation,10.8
Aug-07, Saint John New Brunswick, Owned accommodation,10.84
Aug-07, Quebec, Rented accommodation,11.8
Aug-07, Quebec, Owned accommodation,11.84
Aug-07, Québec Quebec, Rented accommodation,12.8
Aug-07, Québec Quebec, Owned accommodation,12.84
Aug-07, Montréal Quebec, Rented accommodation,13.8
Aug-07, Montréal Quebec, Owned accommodation,13.84
Aug-07, Ontario, Rented accommodation,14.8
Aug-07, Ontario, Owned accommodation,14.84
Aug-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Aug-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Aug-07, Toronto Ontario, Rented accommodation,16.8
Aug-07, Toronto Ontario, Owned accommodation,16.84
Aug-07, Thunder Bay Ontario, Rented accommodation,17.8
Aug-07, Thunder Bay Ontario, Owned accommodation,17.84
Aug-07, Manitoba, Rented accommodation,18.8
Aug-07, Manitoba, Owned accommodation,18.84
Aug-07, Winnipeg Manitoba, Rented accommodation,19.8
Aug-07, Winnipeg Manitoba, Owned accommodation,19.84
Aug-07, Saskatchewan, Rented accommodation,20.8
Aug-07, Saskatchewan, Owned accommodation,20.84
Aug-07, Regina Saskatchewan, Rented accommodation,21.8
Aug-07, Regina Saskatchewan, Owned accommodation,21.84
Aug-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Aug-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Aug-07, Alberta, Rented accommodation,23.8
Aug-07, Alberta, Owned accommodation,23.84
Aug-07, Edmonton Alberta, Rented accommodation,24.8
Aug-07, Edmonton Alberta, Owned accommodation,24.84
Aug-07, Calgary Alberta, Rented accommodation,25.8
Aug-07, Calgary Alberta, Owned accommodation,25.84
Aug-07, British Columbia, Rented accommodation,26.8
Aug-07, British Columbia, Owned accommodation,26.84
Aug-07, Vancouver British Columbia, Rented accommodation,27.8
Aug-07, Vancouver British Columbia, Owned accommodation,27.84
Aug-07, Victoria British Columbia, Rented accommodation,28.8
Aug-07, Victoria British Columbia, Owned accommodation,28.84
Sep-07, Canada, Rented accommodation,2.8
Sep-07, Canada, Owned accommodation,2.84
Sep-07, Newfoundland and Labrador, Rented accommodation,3.8
Sep-07, Newfoundland and Labrador, Owned accommodation,3.84
Sep-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Sep-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Sep-07, Prince Edward Island, Rented accommodation,5.8
Sep-07, Prince Edward Island, Owned accommodation,5.84
Sep-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Sep-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Sep-07, Nova Scotia, Rented accommodation,7.8
Sep-07, Nova Scotia, Owned accommodation,7.84
Sep-07, Halifax Nova Scotia, Rented accommodation,8.8
Sep-07, Halifax Nova Scotia, Owned accommodation,8.84
Sep-07, New Brunswick, Rented accommodation,9.8
Sep-07, New Brunswick, Owned accommodation,9.84
Sep-07, Saint John New Brunswick, Rented accommodation,10.8
Sep-07, Saint John New Brunswick, Owned accommodation,10.84
Sep-07, Quebec, Rented accommodation,11.8
Sep-07, Quebec, Owned accommodation,11.84
Sep-07, Québec Quebec, Rented accommodation,12.8
Sep-07, Québec Quebec, Owned accommodation,12.84
Sep-07, Montréal Quebec, Rented accommodation,13.8
Sep-07, Montréal Quebec, Owned accommodation,13.84
Sep-07, Ontario, Rented accommodation,14.8
Sep-07, Ontario, Owned accommodation,14.84
Sep-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Sep-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Sep-07, Toronto Ontario, Rented accommodation,16.8
Sep-07, Toronto Ontario, Owned accommodation,16.84
Sep-07, Thunder Bay Ontario, Rented accommodation,17.8
Sep-07, Thunder Bay Ontario, Owned accommodation,17.84
Sep-07, Manitoba, Rented accommodation,18.8
Sep-07, Manitoba, Owned accommodation,18.84
Sep-07, Winnipeg Manitoba, Rented accommodation,19.8
Sep-07, Winnipeg Manitoba, Owned accommodation,19.84
Sep-07, Saskatchewan, Rented accommodation,20.8
Sep-07, Saskatchewan, Owned accommodation,20.84
Sep-07, Regina Saskatchewan, Rented accommodation,21.8
Sep-07, Regina Saskatchewan, Owned accommodation,21.84
Sep-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Sep-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Sep-07, Alberta, Rented accommodation,23.8
Sep-07, Alberta, Owned accommodation,23.84
Sep-07, Edmonton Alberta, Rented accommodation,24.8
Sep-07, Edmonton Alberta, Owned accommodation,24.84
Sep-07, Calgary Alberta, Rented accommodation,25.8
Sep-07, Calgary Alberta, Owned accommodation,25.84
Sep-07, British Columbia, Rented accommodation,26.8
Sep-07, British Columbia, Owned accommodation,26.84
Sep-07, Vancouver British Columbia, Rented accommodation,27.8
Sep-07, Vancouver British Columbia, Owned accommodation,27.84
Sep-07, Victoria British Columbia, Rented accommodation,28.8
Sep-07, Victoria British Columbia, Owned accommodation,28.84
Oct-07, Canada, Rented accommodation,2.8
Oct-07, Canada, Owned accommodation,2.84
Oct-07, Newfoundland and Labrador, Rented accommodation,3.8
Oct-07, Newfoundland and Labrador, Owned accommodation,3.84
Oct-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Oct-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Oct-07, Prince Edward Island, Rented accommodation,5.8
Oct-07, Prince Edward Island, Owned accommodation,5.84
Oct-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Oct-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Oct-07, Nova Scotia, Rented accommodation,7.8
Oct-07, Nova Scotia, Owned accommodation,7.84
Oct-07, Halifax Nova Scotia, Rented accommodation,8.8
Oct-07, Halifax Nova Scotia, Owned accommodation,8.84
Oct-07, New Brunswick, Rented accommodation,9.8
Oct-07, New Brunswick, Owned accommodation,9.84
Oct-07, Saint John New Brunswick, Rented accommodation,10.8
Oct-07, Saint John New Brunswick, Owned accommodation,10.84
Oct-07, Quebec, Rented accommodation,11.8
Oct-07, Quebec, Owned accommodation,11.84
Oct-07, Québec Quebec, Rented accommodation,12.8
Oct-07, Québec Quebec, Owned accommodation,12.84
Oct-07, Montréal Quebec, Rented accommodation,13.8
Oct-07, Montréal Quebec, Owned accommodation,13.84
Oct-07, Ontario, Rented accommodation,14.8
Oct-07, Ontario, Owned accommodation,14.84
Oct-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Oct-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Oct-07, Toronto Ontario, Rented accommodation,16.8
Oct-07, Toronto Ontario, Owned accommodation,16.84
Oct-07, Thunder Bay Ontario, Rented accommodation,17.8
Oct-07, Thunder Bay Ontario, Owned accommodation,17.84
Oct-07, Manitoba, Rented accommodation,18.8
Oct-07, Manitoba, Owned accommodation,18.84
Oct-07, Winnipeg Manitoba, Rented accommodation,19.8
Oct-07, Winnipeg Manitoba, Owned accommodation,19.84
Oct-07, Saskatchewan, Rented accommodation,20.8
Oct-07, Saskatchewan, Owned accommodation,20.84
Oct-07, Regina Saskatchewan, Rented accommodation,21.8
Oct-07, Regina Saskatchewan, Owned accommodation,21.84
Oct-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Oct-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Oct-07, Alberta, Rented accommodation,23.8
Oct-07, Alberta, Owned accommodation,23.84
Oct-07, Edmonton Alberta, Rented accommodation,24.8
Oct-07, Edmonton Alberta, Owned accommodation,24.84
Oct-07, Calgary Alberta, Rented accommodation,25.8
Oct-07, Calgary Alberta, Owned accommodation,25.84
Oct-07, British Columbia, Rented accommodation,26.8
Oct-07, British Columbia, Owned accommodation,26.84
Oct-07, Vancouver British Columbia, Rented accommodation,27.8
Oct-07, Vancouver British Columbia, Owned accommodation,27.84
Oct-07, Victoria British Columbia, Rented accommodation,28.8
Oct-07, Victoria British Columbia, Owned accommodation,28.84
Nov-07, Canada, Rented accommodation,2.8
Nov-07, Canada, Owned accommodation,2.84
Nov-07, Newfoundland and Labrador, Rented accommodation,3.8
Nov-07, Newfoundland and Labrador, Owned accommodation,3.84
Nov-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Nov-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Nov-07, Prince Edward Island, Rented accommodation,5.8
Nov-07, Prince Edward Island, Owned accommodation,5.84
Nov-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Nov-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Nov-07, Nova Scotia, Rented accommodation,7.8
Nov-07, Nova Scotia, Owned accommodation,7.84
Nov-07, Halifax Nova Scotia, Rented accommodation,8.8
Nov-07, Halifax Nova Scotia, Owned accommodation,8.84
Nov-07, New Brunswick, Rented accommodation,9.8
Nov-07, New Brunswick, Owned accommodation,9.84
Nov-07, Saint John New Brunswick, Rented accommodation,10.8
Nov-07, Saint John New Brunswick, Owned accommodation,10.84
Nov-07, Quebec, Rented accommodation,11.8
Nov-07, Quebec, Owned accommodation,11.84
Nov-07, Québec Quebec, Rented accommodation,12.8
Nov-07, Québec Quebec, Owned accommodation,12.84
Nov-07, Montréal Quebec, Rented accommodation,13.8
Nov-07, Montréal Quebec, Owned accommodation,13.84
Nov-07, Ontario, Rented accommodation,14.8
Nov-07, Ontario, Owned accommodation,14.84
Nov-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Rented accommodation,15.8
Nov-07, Ottawa-Gatineau Ontario part Ontario/Quebec, Owned accommodation,15.84
Nov-07, Toronto Ontario, Rented accommodation,16.8
Nov-07, Toronto Ontario, Owned accommodation,16.84
Nov-07, Thunder Bay Ontario, Rented accommodation,17.8
Nov-07, Thunder Bay Ontario, Owned accommodation,17.84
Nov-07, Manitoba, Rented accommodation,18.8
Nov-07, Manitoba, Owned accommodation,18.84
Nov-07, Winnipeg Manitoba, Rented accommodation,19.8
Nov-07, Winnipeg Manitoba, Owned accommodation,19.84
Nov-07, Saskatchewan, Rented accommodation,20.8
Nov-07, Saskatchewan, Owned accommodation,20.84
Nov-07, Regina Saskatchewan, Rented accommodation,21.8
Nov-07, Regina Saskatchewan, Owned accommodation,21.84
Nov-07, Saskatoon Saskatchewan, Rented accommodation,22.8
Nov-07, Saskatoon Saskatchewan, Owned accommodation,22.84
Nov-07, Alberta, Rented accommodation,23.8
Nov-07, Alberta, Owned accommodation,23.84
Nov-07, Edmonton Alberta, Rented accommodation,24.8
Nov-07, Edmonton Alberta, Owned accommodation,24.84
Nov-07, Calgary Alberta, Rented accommodation,25.8
Nov-07, Calgary Alberta, Owned accommodation,25.84
Nov-07, British Columbia, Rented accommodation,26.8
Nov-07, British Columbia, Owned accommodation,26.84
Nov-07, Vancouver British Columbia, Rented accommodation,27.8
Nov-07, Vancouver British Columbia, Owned accommodation,27.84
Nov-07, Victoria British Columbia, Rented accommodation,28.8
Nov-07, Victoria British Columbia, Owned accommodation,28.84
Dec-07, Canada, Rented accommodation,2.8
Dec-07, Canada, Owned accommodation,2.84
Dec-07, Newfoundland and Labrador, Rented accommodation,3.8
Dec-07, Newfoundland and Labrador, Owned accommodation,3.84
Dec-07, St. John's Newfoundland and Labrador, Rented accommodation,4.8
Dec-07, St. John's Newfoundland and Labrador, Owned accommodation,4.84
Dec-07, Prince Edward Island, Rented accommodation,5.8
Dec-07, Prince Edward Island, Owned accommodation,5.84
Dec-07, Charlottetown and Summerside Prince Edward Island, Rented accommodation,6.8
Dec-07, Charlottetown and Summerside Prince Edward Island, Owned accommodation,6.84
Dec-07, Nova Scotia, Rented accommodation,7.8
Dec-07, Nova Scotia, Owned accommodation,7.84
Dec-07, Halifax Nova Scotia, Rented accommodation,8.8
